MATCH #,TEAM 1,TEAM 2,GROUP,Event Id,Event Name,Event Date,Venue,Section,Sold Quantity,Sold Proceeds,Sold Cost,Margin,P & L,UNIT.P&L,Unsold Quantity,Unsold Cost,UNIT LIST PRICE,Unit Cost
26,Switzerland,TBD,Group B,153020716,Switzerland vs TBD - World Cup - Group B (Match 26),6/18/2026 12:00:00 PM +00:00,SoFi Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,480.00 ","$1,007.49 ",$620.00 
26,Switzerland,TBD,Group B,153020716,Switzerland vs TBD - World Cup - Group B (Match 26),6/18/2026 12:00:00 PM +00:00,SoFi Stadium,Category 1,4,"$3,054.24 ","$2,480.00 ",0.188014039,$574.24 ,$143.56 ,0,$0.00 ,$0.00 ,$620.00 
26,Switzerland,TBD,Group B,153020716,Switzerland vs TBD - World Cup - Group B (Match 26),6/18/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,860.00 ",$818.92 ,$465.00 
26,Switzerland,TBD,Group B,153020716,Switzerland vs TBD - World Cup - Group B (Match 26),6/18/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,860.00 ","$1,123.09 ",$465.00 
26,Switzerland,TBD,Group B,153020716,Switzerland vs TBD - World Cup - Group B (Match 26),6/18/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,860.00 ","$1,255.22 ",$465.00 
26,Switzerland,TBD,Group B,153020716,Switzerland vs TBD - World Cup - Group B (Match 26),6/18/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,860.00 ","$1,057.03 ",$465.00 
26,Switzerland,TBD,Group B,153020716,Switzerland vs TBD - World Cup - Group B (Match 26),6/18/2026 12:00:00 PM +00:00,SoFi Stadium,Category 1,4,"$3,322.80 ","$2,480.00 ",0.253641507,$842.80 ,$210.70 ,0,$0.00 ,$0.00 ,$620.00 
26,Switzerland,TBD,Group B,153020716,Switzerland vs TBD - World Cup - Group B (Match 26),6/18/2026 12:00:00 PM +00:00,SoFi Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,860.00 ",$990.96 ,$465.00 
25,TBD,South Africa,Group A,153020716,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,800.00 ","$2,113.12 ",$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,240.00 ","$2,134.66 ",$310.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$900.00 ,$966.42 ,$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,350.00 ","$1,325.33 ",$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$900.00 ,$588.84 ,$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,140.00 ","$1,174.06 ",$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,140.00 ","$1,144.60 ",$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,140.00 ","$1,254.11 ",$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,4,"$1,799.52 ","$1,240.00 ",0.310927358,$559.52 ,$139.88 ,0,$0.00 ,$0.00 ,$310.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,520.00 ","$2,031.37 ",$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$760.00 ,"$1,013.96 ",$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$760.00 ,$933.91 ,$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,800.00 ","$1,898.23 ",$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$760.00 ,$376.11 ,$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$900.00 ,$719.20 ,$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,4,"$1,799.76 ","$1,240.00 ",0.311019247,$559.76 ,$139.94 ,0,$0.00 ,$0.00 ,$310.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,800.00 ","$1,790.78 ",$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,140.00 ","$1,094.01 ",$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,140.00 ","$1,334.15 ",$380.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,240.00 ","$1,494.25 ",$310.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,350.00 ","$1,234.97 ",$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$900.00 ,"$1,033.85 ",$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,800.00 ","$1,683.33 ",$450.00 
25,TBD,South Africa,Group A,153022626,TBD vs South Africa - World Cup - Group A (Match 25),6/18/2026 12:00:00 PM +00:00,Mercedes-Benz Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$760.00 ,$853.86 ,$380.00 
