MATCH #,TEAM 1,TEAM 2,GROUP,Event Id,Event Name,Event Date,Venue,Section,Sold Quantity,Sold Proceeds,Sold Cost,Margin,P & L,UNIT.P&L,Unsold Quantity,Unsold Cost,UNIT LIST PRICE,Unit Cost
47,Portugal,Uzbekistan,Group K,153020851,Portugal vs Uzbekistan - World Cup - Group K (Match 47),6/23/2026 12:00:00 PM +00:00,NRG Stadium at NRG Park - Complex,Category 1,4,"$5,843.16 ","$1,640.00 ",0.719329951,"$4,203.16 ","$1,050.79 ",0,$0.00 ,$0.00 ,$410.00 
47,Portugal,Uzbekistan,Group K,153020851,Portugal vs Uzbekistan - World Cup - Group K (Match 47),6/23/2026 12:00:00 PM +00:00,NRG Stadium at NRG Park - Complex,Category 2,4,"$4,728.61 ","$1,240.00 ",0.737766489,"$3,488.61 ",$872.15 ,0,$0.00 ,$0.00 ,$310.00 
47,Portugal,Uzbekistan,Group K,153020851,Portugal vs Uzbekistan - World Cup - Group K (Match 47),6/23/2026 12:00:00 PM +00:00,NRG Stadium at NRG Park - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ","$1,762.04 ",$410.00 
47,Portugal,Uzbekistan,Group K,153020851,Portugal vs Uzbekistan - World Cup - Group K (Match 47),6/23/2026 12:00:00 PM +00:00,NRG Stadium at NRG Park - Complex,Category 1,4,"$6,569.28 ","$1,640.00 ",0.750353158,"$4,929.28 ","$1,232.32 ",0,$0.00 ,$0.00 ,$410.00 
47,Portugal,Uzbekistan,Group K,153020851,Portugal vs Uzbekistan - World Cup - Group K (Match 47),6/23/2026 12:00:00 PM +00:00,NRG Stadium at NRG Park - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ","$1,232.14 ",$410.00 
47,Portugal,Uzbekistan,Group K,153020851,Portugal vs Uzbekistan - World Cup - Group K (Match 47),6/23/2026 12:00:00 PM +00:00,NRG Stadium at NRG Park - Complex,Category 1,4,"$6,637.76 ","$1,640.00 ",0.752928698,"$4,997.76 ","$1,249.44 ",0,$0.00 ,$0.00 ,$410.00 
47,Portugal,Uzbekistan,Group K,153020851,Portugal vs Uzbekistan - World Cup - Group K (Match 47),6/23/2026 12:00:00 PM +00:00,NRG Stadium at NRG Park - Complex,Category 1,4,"$4,835.47 ","$1,640.00 ",0.660839587,"$3,195.47 ",$798.87 ,0,$0.00 ,$0.00 ,$410.00 
45,England,Ghana,Group L,153020851,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 1,4,"$4,876.26 ","$1,640.00 ",0.66367667,"$3,236.26 ",$809.06 ,0,$0.00 ,$0.00 ,$410.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ","$1,979.30 ",$410.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,240.00 ","$1,170.92 ",$310.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 2,4,"$3,868.97 ","$1,240.00 ",0.679501262,"$2,628.97 ",$657.24 ,0,$0.00 ,$0.00 ,$310.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 1,4,"$5,068.54 ","$1,640.00 ",0.676435423,"$3,428.54 ",$857.14 ,0,$0.00 ,$0.00 ,$410.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ","$1,704.40 ",$410.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 2,4,"$4,681.80 ","$1,240.00 ",0.735144602,"$3,441.80 ",$860.45 ,0,$0.00 ,$0.00 ,$310.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 1,4,"$4,540.36 ","$1,640.00 ",0.638795161,"$2,900.36 ",$725.09 ,0,$0.00 ,$0.00 ,$410.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 2,4,"$3,517.72 ","$1,240.00 ",0.647498948,"$2,277.72 ",$569.43 ,0,$0.00 ,$0.00 ,$310.00 
45,England,Ghana,Group L,153023421,England vs Ghana - World Cup - Group L (Match 45),6/23/2026 4:00:00 PM +00:00,Gillette Stadium,Category 1,4,"$4,707.39 ","$1,640.00 ",0.651611614,"$3,067.39 ",$766.85 ,0,$0.00 ,$0.00 ,$410.00 
46,Panama,Croatia,Group L,153023421,Panama vs Croatia - World Cup - Group L (Match 46),6/23/2026 7:00:00 PM +00:00,BMO Field,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,500.00 ",$886.69 ,$500.00 
46,Panama,Croatia,Group L,153023376,Panama vs Croatia - World Cup - Group L (Match 46),6/23/2026 7:00:00 PM +00:00,BMO Field,CATEGORY 4,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$824.00 ,$442.82 ,$412.00 
46,Panama,Croatia,Group L,153023376,Panama vs Croatia - World Cup - Group L (Match 46),6/23/2026 7:00:00 PM +00:00,BMO Field,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ",$781.66 ,$500.00 
46,Panama,Croatia,Group L,153023376,Panama vs Croatia - World Cup - Group L (Match 46),6/23/2026 7:00:00 PM +00:00,BMO Field,CATEGORY 4,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,602.68 ",$538.07 ,$400.67 
46,Panama,Croatia,Group L,153023376,Panama vs Croatia - World Cup - Group L (Match 46),6/23/2026 7:00:00 PM +00:00,BMO Field,CATEGORY 4,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,627.40 ",$794.29 ,$406.85 
46,Panama,Croatia,Group L,153023376,Panama vs Croatia - World Cup - Group L (Match 46),6/23/2026 7:00:00 PM +00:00,BMO Field,Category 4,2,"$1,174.04 ",$758.00 ,0.35436612,$416.04 ,$208.02 ,0,$0.00 ,$0.00 ,$379.00 
46,Panama,Croatia,Group L,153023376,Panama vs Croatia - World Cup - Group L (Match 46),6/23/2026 7:00:00 PM +00:00,BMO Field,CATEGORY 4,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,708.80 ",$794.29 ,$427.20 
51,Switzerland,Canada,Group B,153023376,Switzerland vs Canada - World Cup - Group B (Match 51),6/24/2026 12:00:00 PM +00:00,BC Place Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,800.00 ",$881.09 ,$700.00 
52,TBD,Qatar,Group B,153020467,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,2,"$1,000.00 ",$526.97 ,$500.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,2,$564.48 ,$640.00 ,-0.133786848,($75.52),($37.76),0,$0.00 ,$0.00 ,$320.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,500.00 ",$853.19 ,$500.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,CATEGORY 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,071.20 ",$496.36 ,$267.80 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,033.44 ",$544.40 ,$258.36 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,2,$784.30 ,$620.00 ,0.209486166,$164.30 ,$82.15 ,2,$620.00 ,$862.74 ,$310.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,2,$620.28 ,$508.82 ,0.179693041,$111.46 ,$55.73 ,0,$0.00 ,$0.00 ,$254.41 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,200.00 ",$512.52 ,$400.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,240.00 ",$854.20 ,$310.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,2,$671.86 ,$539.72 ,0.196677879,$132.14 ,$66.07 ,0,$0.00 ,$0.00 ,$269.86 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,600.00 ",$619.30 ,$400.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,CATEGORY 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,236.00 ",$592.43 ,$309.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,4,"$1,258.73 ",$620.00 ,0.507440038,$638.73 ,$159.68 ,0,$0.00 ,$0.00 ,$155.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,500.00 ",$928.47 ,$500.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,2,$646.27 ,$638.00 ,0.012796509,$8.27 ,$4.14 ,0,$0.00 ,$0.00 ,$319.00 
52,TBD,Qatar,Group B,153020556,TBD vs Qatar - World Cup - Group B (Match 52),6/24/2026 12:00:00 PM +00:00,Lumen Field at Lumen Field Event Complex - Complex,Category 3,2,,$580.00 ,0,($580.00),($290.00),0,$0.00 ,$0.00 ,$290.00 
50,Morocco,Haiti,Group C,153020556,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ",$506.00 ,$500.00 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$939.48 ,$430.37 ,$234.87 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$978.68 ,$303.79 ,$244.67 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$990.96 ,$620.24 ,$247.74 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,240.00 ",$586.37 ,$310.00 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ",$740.60 ,$410.00 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$989.76 ,$582.27 ,$247.44 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,600.00 ",$539.63 ,$400.00 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$958.28 ,$392.40 ,$239.57 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 2,4,"$2,043.20 ","$1,240.00 ",0.393108848,$803.20 ,$200.80 ,0,$0.00 ,$0.00 ,$310.00 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,4,"$1,340.93 ",$560.00 ,0.582379393,$780.93 ,$195.23 ,0,$0.00 ,$0.00 ,$140.00 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$978.68 ,$341.77 ,$244.67 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$494.38 ,$265.82 ,$247.19 
50,Morocco,Haiti,Group C,153023548,Morocco vs Haiti - World Cup - Group C (Match 50),6/24/2026 6:00:00 PM +00:00,Mercedes-Benz Stadium,Category 3,4,$962.80 ,$958.28 ,0.00469464,$4.52 ,$1.13 ,0,$0.00 ,$0.00 ,$239.57 
49,Scotland,Brazil,Group C,153023548,Scotland vs Brazil - World Cup - Group C (Match 49),6/24/2026 6:00:00 PM +00:00,Hard Rock Stadium - Complex,Category 1,4,"$4,545.00 ","$1,780.00 ",0.608360836,"$2,765.00 ",$691.25 ,0,$0.00 ,$0.00 ,$445.00 
49,Scotland,Brazil,Group C,153023575,Scotland vs Brazil - World Cup - Group C (Match 49),6/24/2026 6:00:00 PM +00:00,Hard Rock Stadium - Complex,Category 1,4,"$8,243.28 ","$1,780.00 ",0.784066536,"$6,463.28 ","$1,615.82 ",0,$0.00 ,$0.00 ,$445.00 
49,Scotland,Brazil,Group C,153023575,Scotland vs Brazil - World Cup - Group C (Match 49),6/24/2026 6:00:00 PM +00:00,Hard Rock Stadium - Complex,Category 1,4,"$6,415.20 ","$1,780.00 ",0.722533981,"$4,635.20 ","$1,158.80 ",0,$0.00 ,$0.00 ,$445.00 
49,Scotland,Brazil,Group C,153023575,Scotland vs Brazil - World Cup - Group C (Match 49),6/24/2026 6:00:00 PM +00:00,Hard Rock Stadium - Complex,Category 1,4,"$5,939.52 ","$1,780.00 ",0.700312483,"$4,159.52 ","$1,039.88 ",0,$0.00 ,$0.00 ,$445.00 
49,Scotland,Brazil,Group C,153023575,Scotland vs Brazil - World Cup - Group C (Match 49),6/24/2026 6:00:00 PM +00:00,Hard Rock Stadium - Complex,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,780.00 ","$3,289.67 ",$445.00 
54,South Africa,Korea Republic,Group A,153023575,South Africa vs Korea Republic - World Cup - Group A (Match 54),6/24/2026 8:00:00 PM +00:00,Estadio BBVA Bancomer,Category 4,2,$488.04 ,$288.42 ,0.40902385,$199.62 ,$99.81 ,0,$0.00 ,$0.00 ,$144.21 
54,South Africa,Korea Republic,Group A,153033494,South Africa vs Korea Republic - World Cup - Group A (Match 54),6/24/2026 8:00:00 PM +00:00,Estadio BBVA Bancomer,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$603.12 ,$338.09 ,$150.78 
54,South Africa,Korea Republic,Group A,153033494,South Africa vs Korea Republic - World Cup - Group A (Match 54),6/24/2026 8:00:00 PM +00:00,Estadio BBVA Bancomer,Category 3,0,,$0.00 ,0,$0.00 ,$0.00 ,4,$560.00 ,$219.68 ,$140.00 
55,Curaçao,Côte d'Ivoire,Group E,153033494,Curaçao vs Côte d'Ivoire - World Cup - Group E (Match 55),6/25/2026 4:00:00 PM +00:00,Lincoln Financial Field,Category 1,4,"$1,568.03 ","$1,780.00 ",-0.135182362,($211.97),($52.99),0,$0.00 ,$0.00 ,$445.00 
55,Curaçao,Côte d'Ivoire,Group E,153023579,Curaçao vs Côte d'Ivoire - World Cup - Group E (Match 55),6/25/2026 4:00:00 PM +00:00,Lincoln Financial Field,Category 3,4,$850.70 ,$620.00 ,0.271188433,$230.70 ,$57.68 ,0,$0.00 ,$0.00 ,$155.00 
55,Curaçao,Côte d'Ivoire,Group E,153023579,Curaçao vs Côte d'Ivoire - World Cup - Group E (Match 55),6/25/2026 4:00:00 PM +00:00,Lincoln Financial Field,Category 2,4,"$1,384.13 ","$1,340.00 ",0.031882843,$44.13 ,$11.03 ,0,$0.00 ,$0.00 ,$335.00 
55,Curaçao,Côte d'Ivoire,Group E,153023579,Curaçao vs Côte d'Ivoire - World Cup - Group E (Match 55),6/25/2026 4:00:00 PM +00:00,Lincoln Financial Field,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,780.00 ",$492.82 ,$445.00 
55,Curaçao,Côte d'Ivoire,Group E,153023579,Curaçao vs Côte d'Ivoire - World Cup - Group E (Match 55),6/25/2026 4:00:00 PM +00:00,Lincoln Financial Field,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,800.00 ",$492.82 ,$450.00 
55,Curaçao,Côte d'Ivoire,Group E,153023579,Curaçao vs Côte d'Ivoire - World Cup - Group E (Match 55),6/25/2026 4:00:00 PM +00:00,Lincoln Financial Field,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,800.00 ",$492.82 ,$450.00 
56,Ecuador,Germany,Group E,153023579,Ecuador vs Germany - World Cup - Group E (Match 56),6/25/2026 4:00:00 PM +00:00,MetLife Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,480.00 ","$2,867.53 ",$620.00 
56,Ecuador,Germany,Group E,153023689,Ecuador vs Germany - World Cup - Group E (Match 56),6/25/2026 4:00:00 PM +00:00,MetLife Stadium,Category 2,4,"$6,742.52 ","$1,860.00 ",0.724138749,"$4,882.52 ","$1,220.63 ",0,$0.00 ,$0.00 ,$465.00 
56,Ecuador,Germany,Group E,153023689,Ecuador vs Germany - World Cup - Group E (Match 56),6/25/2026 4:00:00 PM +00:00,MetLife Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,480.00 ","$2,867.53 ",$620.00 
57,Japan,TBD,Group F,153023689,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,Category 1,4,"$2,890.20 ","$1,780.00 ",0.384125666,"$1,110.20 ",$277.55 ,0,$0.00 ,$0.00 ,$445.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,Category 2,4,"$2,513.72 ","$1,340.00 ",0.466925512,"$1,173.72 ",$293.43 ,0,$0.00 ,$0.00 ,$335.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,Category 2,1,$537.70 ,$335.00 ,0.376976008,$202.70 ,$202.70 ,3,"$1,005.00 ","$1,389.28 ",$335.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,780.00 ",$739.31 ,$445.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,780.00 ","$1,517.07 ",$445.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,780.00 ","$1,674.00 ",$445.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,Category 1,4,"$2,870.20 ","$1,780.00 ",0.379834157,"$1,090.20 ",$272.55 ,0,$0.00 ,$0.00 ,$445.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,CATEGORY 2,0,,$0.00 ,0,$0.00 ,$0.00 ,2,$800.00 ,$508.36 ,$400.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,500.00 ",$620.86 ,$500.00 
57,Japan,TBD,Group F,153021390,Japan vs TBD - World Cup - Group F (Match 57),6/25/2026 6:00:00 PM +00:00,AT&T Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,780.00 ","$1,365.60 ",$445.00 
58,Tunisia,Netherlands,Group F,153021390,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 1,4,"$3,388.72 ","$1,640.00 ",0.516041455,"$1,748.72 ",$437.18 ,0,$0.00 ,$0.00 ,$410.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 3,4,"$1,344.96 ",$560.00 ,0.583630739,$784.96 ,$196.24 ,0,$0.00 ,$0.00 ,$140.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$2,000.00 ",$681.97 ,$500.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 3,4,"$1,373.52 ",$560.00 ,0.592288426,$813.52 ,$203.38 ,0,$0.00 ,$0.00 ,$140.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 3,4,"$1,133.94 ",$560.00 ,0.506146709,$573.94 ,$143.48 ,0,$0.00 ,$0.00 ,$140.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ","$1,108.15 ",$410.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 1,4,"$3,279.52 ","$1,640.00 ",0.499926818,"$1,639.52 ",$409.88 ,0,$0.00 ,$0.00 ,$410.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ","$1,180.42 ",$410.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ","$1,035.88 ",$410.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 2,4,"$2,470.20 ","$1,240.00 ",0.498016354,"$1,230.20 ",$307.55 ,0,$0.00 ,$0.00 ,$310.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 2,4,"$1,820.16 ","$1,240.00 ",0.318741209,$580.16 ,$145.04 ,0,$0.00 ,$0.00 ,$310.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 1,0,,$0.00 ,0,$0.00 ,$0.00 ,4,"$1,640.00 ","$1,252.69 ",$410.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 3,4,"$1,580.51 ",$560.00 ,0.645683988,"$1,020.51 ",$255.13 ,0,$0.00 ,$0.00 ,$140.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,Category 3,4,"$1,415.16 ",$860.00 ,0.392294864,$555.16 ,$138.79 ,0,$0.00 ,$0.00 ,$215.00 
58,Tunisia,Netherlands,Group F,153021563,Tunisia vs Netherlands - World Cup - Group F (Match 58),6/25/2026 6:00:00 PM +00:00,GEHA Field at Arrowhead Stadium,CATEGORY 1,0,,$0.00 ,0,$0.00 ,$0.00 ,3,"$1,500.00 ",$578.17 ,$500.00 
